Name,campaignId,companyName,AdExtension_Type,id,source,phoneNumber,address,iconMediaId,id,email,shouldSyncUrl,iconMediaId,AdExtension_Type,phoneNumber,isCallOnly,AdExtension_Type,countryCode,id,id,sitelinks,AdExtension_Type,network,Stats_Type
Hueprint,74249736,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 843-0929,true,MobileExtension,US,73684416,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Buckhead,76634125,AlphaGraphics Buckhead,LocationExtension,193181965,ADWORDS_FRONTEND,(888) 296-5742,"3414 Peachtree Rd NE, Atlanta, GA, US, 30326",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Buckhead,76634125,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 296-5742,false,MobileExtension,US,193182085,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Buckhead,76634245,AlphaGraphics Buckhead,LocationExtension,193181965,ADWORDS_FRONTEND,(888) 296-5742,"3414 Peachtree Rd NE, Atlanta, GA, US, 30326",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Buckhead,76634245,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 296-5742,false,MobileExtension,US,193182085,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Austin - West,63637014,AlphaGraphics West Austin,LocationExtension,179802654,ADWORDS_FRONTEND,(888) 563-2107,"3267 Bee Caves Road, Austin, TX, US, 78746",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Austin - West,63637014,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 563-2107,false,MobileExtension,US,179802774,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Austin - West,63637134,AlphaGraphics West Austin,LocationExtension,179802654,ADWORDS_FRONTEND,(888) 563-2107,"3267 Bee Caves Road, Austin, TX, US, 78746",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Austin - West,63637134,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 563-2107,false,MobileExtension,US,179802774,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Atlanta - Suwanee,75120681,AlphaGraphics Suwanee,LocationExtension,320635161,ADWORDS_FRONTEND,(888) 676-1592,"4175 A Silver Peak Parkway, Suwanee, GA, US, 30024",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Atlanta - Suwanee,75120681,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 676-1592,false,MobileExtension,US,320657241,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Atlanta - Suwanee,75120681,AlphaGraphics Suwanee,LocationExtension,736943601,ADWORDS_FRONTEND,(888) 676-1592,"305 Shawnee North Drive, Suwanee, GA, US, 30024-2955",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Atlanta - Suwanee,75120801,AlphaGraphics Suwanee,LocationExtension,320635161,ADWORDS_FRONTEND,(888) 676-1592,"4175 A Silver Peak Parkway, Suwanee, GA, US, 30024",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Atlanta - Suwanee,75120801,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 676-1592,false,MobileExtension,US,320657241,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Atlanta - Suwanee,75120801,AlphaGraphics Suwanee,LocationExtension,736943721,ADWORDS_FRONTEND,(888) 676-1592,"305 Shawnee North Drive, Suwanee, GA, US, 30024-2955",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
New Haven,75795693,AlphaGraphics New Haven,LocationExtension,47093733,ADWORDS_FRONTEND,(888) 479-7717,"24 Rossotto Drive, Hamden, CT, US, 06514",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
New Haven,75795693,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 479-7717,true,MobileExtension,US,55413333,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
New Haven,75795813,AlphaGraphics New Haven,LocationExtension,47093733,ADWORDS_FRONTEND,(888) 479-7717,"24 Rossotto Drive, Hamden, CT, US, 06514",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
New Haven,75795813,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 479-7717,true,MobileExtension,US,55413333,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,83987614,Fox Valley Pregnancy Center,LocationExtension,119572654,ADWORDS_FRONTEND,(847) 697-0200,"101 E. State Street, South Elgin, IL, US, 60177",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,83987614,N/A,SitelinksExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SitelinksExtension,N/A,N/A,SitelinksExtension,N/A,N/A,119572774,"[{'displayText': 'Pregnant?', 'destinationUrl': 'http://www.foxvalleyoptions.org'}]",SitelinksExtension,ALL,CampaignAdExtensionStats
,83987614,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(847) 697-0200,false,MobileExtension,US,119572894,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Nashville - Franklin,74733090,AlphaGraphics Franklin,LocationExtension,63011250,ADWORDS_FRONTEND,(888) 734-7497,"3252 Aspen Grove Drive, Franklin, TN, US, 37067",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Nashville - Franklin,74733090,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 734-7497,true,MobileExtension,US,67896330,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Nashville - Franklin,74733090,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 399-7619,false,MobileExtension,US,100822770,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Nashville - Franklin,74733210,AlphaGraphics Franklin,LocationExtension,63011250,ADWORDS_FRONTEND,(888) 734-7497,"3252 Aspen Grove Drive, Franklin, TN, US, 37067",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Nashville - Franklin,74733210,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 734-7497,true,MobileExtension,US,67896330,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Nashville - Franklin,74733210,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 399-7619,false,MobileExtension,US,100822770,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Sioux Falls,62002894,AlphaGraphics Sioux Falls,LocationExtension,105180454,ADWORDS_FRONTEND,(888) 399-1307,"5020 S. Tennis Lane, Sioux Falls, SD, US, 57108",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Sioux Falls,62002894,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 399-1307,false,MobileExtension,US,105180574,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Sioux Falls,62003014,AlphaGraphics Sioux Falls,LocationExtension,105179614,ADWORDS_FRONTEND,(888) 399-1307,"5020 S. Tennis Lane, Sioux Falls, SD, US, 57108",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Sioux Falls,62003014,AlphaGraphics Sioux Falls,LocationExtension,105179734,ADWORDS_FRONTEND,(888) 399-1307,"5020 S. Tennis Lane, Sioux Falls, SD, US, 57108",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Sioux Falls,62003014,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 399-1307,false,MobileExtension,US,105179854,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Orlando,71073217,Orlando AlphaGraphics,LocationExtension,14887417,ADWORDS_FRONTEND,(888) 630-9902,"3440 Edgewater Drive, Orlando, FL, US, 32804",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Orlando,71073217,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 630-9902,true,MobileExtension,US,24462577,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Orlando,71073217,Orlando AlphaGraphics,LocationExtension,55142497,ADWORDS_FRONTEND,(888) 630-9902,"3601 Vineland Rd Suite #4, Orlando, FL, US, 32811",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Orlando,71073337,Orlando AlphaGraphics,LocationExtension,14887417,ADWORDS_FRONTEND,(888) 630-9902,"3440 Edgewater Drive, Orlando, FL, US, 32804",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Orlando,71073337,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 630-9902,true,MobileExtension,US,24462577,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Orlando,71073337,Orlando AlphaGraphics,LocationExtension,55142497,ADWORDS_FRONTEND,(888) 630-9902,"3601 Vineland Rd Suite #4, Orlando, FL, US, 32811",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,53913561,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 450-2657,false,MobileExtension,US,79171401,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,53913561,Alpha Graphics,LocationExtension,79171521,ADWORDS_FRONTEND,(888) 450-2657,"99 Pratt St, Hartford, CT, US, 06103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,53913561,Alpha Graphics,LocationExtension,104130561,ADWORDS_FRONTEND,(888) 499-0958,"915 Main Street, Hartford, CT, US, 06103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,53913681,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 450-2657,false,MobileExtension,US,79171161,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,53913681,Alpha Graphics,LocationExtension,79171281,ADWORDS_FRONTEND,(888) 450-2657,"99 Pratt St, Hartford, CT, US, 06103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,62434161,Alpha Graphics,LocationExtension,104130561,ADWORDS_FRONTEND,(888) 499-0958,"915 Main Street, Hartford, CT, US, 06103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,62434161,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 499-0958,true,MobileExtension,US,104130681,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,62434281,Alpha Graphics,LocationExtension,104130561,ADWORDS_FRONTEND,(888) 499-0958,"915 Main Street, Hartford, CT, US, 06103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,62434281,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 499-0958,true,MobileExtension,US,104130681,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Cincinnati,112034343,AlphaGraphics Cincinnati,LocationExtension,299771583,ADWORDS_FRONTEND,(888) 239-0103,"300 E  Business Way, Suite 200, Cincinnati, OH, US, 45241",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cincinnati,112034463,AlphaGraphics Cincinnati,LocationExtension,299771583,ADWORDS_FRONTEND,(888) 239-0103,"300 E  Business Way, Suite 200, Cincinnati, OH, US, 45241",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cincinnati,123699783,AlphaGraphics Mason,LocationExtension,362973663,ADWORDS_FRONTEND,(888) 319-9339,"7288 Central Parke Blvd, Mason, OH, US, 45040",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cincinnati,123699783,AlphaGraphics Cincinnati,LocationExtension,365583303,ADWORDS_FRONTEND,(888) 239-0103,"7288 Central Parke Blvd, Mason, OH, US, 45040",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cincinnati,123699903,AlphaGraphics Mason,LocationExtension,362973783,ADWORDS_FRONTEND,(888) 319-9339,"7288 Central Parke Blvd, Mason, OH, US, 45040",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Cincinnati,123699903,AlphaGraphics Cincinnati,LocationExtension,365585463,ADWORDS_FRONTEND,(888) 239-0103,"7288 Central Parke Blvd, Mason, OH, US, 45040",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571273,AlphaGraphics HIllsboro,LocationExtension,3062473,ADWORDS_FRONTEND,1 (888) 629-9604,"7235 N.W. Evergreen Pkwy , Hillsboro, OR, US, 97124",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571273,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 629-9604,false,MobileExtension,US,8018143,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571273,Alpha Graphics,LocationExtension,8103913,ADWORDS_FRONTEND,(888) 629-9604,"7235 NW Evergreen Parkway, Hillsboro, OR, US, 97124",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571273,Alpha Graphics,LocationExtension,8104723,ADWORDS_FRONTEND,(888) 629-9604,"7235 NW Evergreen Parkway, Hillsboro, OR, US, 97124",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571363,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 629-9604,false,MobileExtension,US,8018233,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571363,Alpha Graphics,LocationExtension,8104093,ADWORDS_FRONTEND,(888) 629-9604,"7235 NW Evergreen Parkway, Hillsboro, OR, US, 97124",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571363,Alpha Graphics,LocationExtension,8104813,ADWORDS_FRONTEND,(888) 629-9604,"7235 NW Evergreen Parkway, Hillsboro, OR, US, 97124",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hillsboro,45571363,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 629-9604,true,MobileExtension,US,185432923,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Hoover,89422640,AlphaGraphics Hoover,LocationExtension,167474120,ADWORDS_FRONTEND,(888) 618-7882,"2159 Rocky Ridge Rd, Hoover, AL, US, 35216",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hoover,89422640,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 618-7882,false,MobileExtension,US,167474240,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Hoover,89422760,AlphaGraphics Hoover,LocationExtension,167474120,ADWORDS_FRONTEND,(888) 618-7882,"2159 Rocky Ridge Rd, Hoover, AL, US, 35216",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Hoover,89422760,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 618-7882,false,MobileExtension,US,167474240,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
O'Hare,83012489,AlphaGraphics O'Hare,LocationExtension,79341449,ADWORDS_FRONTEND,(888) 495-1976,"642 Busse Highway, Park Ridge, IL, US, 60068",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
O'Hare,83012489,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 495-1976,true,MobileExtension,US,105489929,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
O'Hare,83012609,AlphaGraphics O'Hare,LocationExtension,79341449,ADWORDS_FRONTEND,(888) 495-1976,"642 Busse Highway, Park Ridge, IL, US, 60068",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
O'Hare,83012609,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 495-1976,true,MobileExtension,US,105489929,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Kansas City,87413990,AlphaGraphics Kansas City,LocationExtension,88884110,ADWORDS_FRONTEND,(888) 642-1027,"1150 Grand Boulevard, Kansas City, MO, US, 64106",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Kansas City,87413990,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 642-1027,true,MobileExtension,US,91679870,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Kansas City,87414110,AlphaGraphics Kansas City,LocationExtension,88884110,ADWORDS_FRONTEND,(888) 642-1027,"1150 Grand Boulevard, Kansas City, MO, US, 64106",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Kansas City,87414110,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 642-1027,true,MobileExtension,US,91679870,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Charlotte - Matthews,70332393,AlphaGraphics Matthews,LocationExtension,58072593,ADWORDS_FRONTEND,(888) 377-3365,"10420 East Independence Blvd., Matthews, NC, US, 28105",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Charlotte - Matthews,70332513,AlphaGraphics Matthews,LocationExtension,58072593,ADWORDS_FRONTEND,(888) 377-3365,"10420 East Independence Blvd., Matthews, NC, US, 28105",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,98493128,AlphaGraphics Bellevue,LocationExtension,302131328,ADWORDS_FRONTEND,(866) 377-0492,"One Lake Bellevue Drive, Bellevue, WA, US, 98005",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,98493128,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(866) 377-0492,false,MobileExtension,US,302131568,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,98493248,AlphaGraphics Bellevue,LocationExtension,302131328,ADWORDS_FRONTEND,(866) 377-0492,"One Lake Bellevue Drive, Bellevue, WA, US, 98005",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,98493248,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(866) 377-0492,false,MobileExtension,US,302131568,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,54595350,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 896-9836,false,MobileExtension,US,26486790,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,54595350,AlphaGraphics,LocationExtension,26486910,ADWORDS_FRONTEND,(888) 896-9836,"9800 Research Drive, Irvine, CA, US, 92618",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,54595470,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 896-9836,false,MobileExtension,US,26486310,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,54595470,AlphaGraphics,LocationExtension,26486550,ADWORDS_FRONTEND,(888) 896-9836,"9800 Research Drive, Irvine, CA, US, 92618",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
San Francisco,73284570,AlphaGraphics San Francisco,LocationExtension,62339010,ADWORDS_FRONTEND,(888) 496-0866,"441 California Street, San Francisco, CA, US, 94104",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
San Francisco,73284570,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 496-0866,true,MobileExtension,US,70024890,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
San Francisco,73284690,AlphaGraphics San Francisco,LocationExtension,62339010,ADWORDS_FRONTEND,(888) 496-0866,"441 California Street, San Francisco, CA, US, 94104",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
San Francisco,73284690,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 496-0866,true,MobileExtension,US,70024890,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
UK - Northeast,64977192,AlphaGraphics North East,LocationExtension,79932312,ADWORDS_FRONTEND,0808 149 8552,"9 Vanguard Court, Stockton-on-Tees, North Yorkshire, GB, TS18 3TR",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
UK - Northeast,64977312,AlphaGraphics North East,LocationExtension,79932192,ADWORDS_FRONTEND,0808 149 8552,"9 Vanguard Court, Stockton-on-Tees, North Yorkshire, GB, TS18 3TR",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
San Antonio,68093989,AlphaGraphics San Antonio,LocationExtension,31670269,ADWORDS_FRONTEND,(888) 602-8131,"9991 IH-10 West, San Antonio, TX, US, 78230",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
San Antonio,68093989,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 602-8131,false,MobileExtension,US,31670389,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
San Antonio,68094109,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 602-8131,false,MobileExtension,US,31670509,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
San Antonio,68094109,AlphaGraphics San Antonio,LocationExtension,31670629,ADWORDS_FRONTEND,(888) 602-8131,"9991 IH-10 West, San Antonio, TX, US, 78230",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
